yyyy-mm-dd,team1,team2,score1,score2
2018-04-11,HELLRAISERS,SPACE SOLDIERS,8,16
2018-04-11,SPACE SOLDIERS,HELLRAISERS,16,6
2018-04-11,ASTRALIS,NATUS VINCERE,11,16
2018-04-11,NATUS VINCERE,ASTRALIS,19,16
2018-04-11,GAMBIT,FAZE,5,16
2018-04-11,FAZE,GAMBIT,16,2
2018-04-11,G2,HELLRAISERS,10,16
2018-04-11,FAZE,FNATIC,5,16
2018-04-11,FNATIC,FAZE,9,16
2018-04-11,HELLRAISERS,G2,7,16
2018-04-10,RENEGADES,NRG,19,17
2018-04-10,NRG,RENEGADES,5,16
2018-04-10,GAMBIT,G2,10,16
2018-04-10,G2,GAMBIT,16,6
2018-04-10,MOUSESPORTS,NATUS VINCERE,16,11
2018-04-10,FNATIC,HEROIC,8,16
2018-04-10,VIRTUS.PRO,G2,16,10
2018-04-10,NATUS VINCERE,MOUSESPORTS,16,5
2018-04-10,HEROIC,FNATIC,5,16
2018-04-10,G2,VIRTUS.PRO,16,2
2018-04-10,HELLRAISERS,FAZE,12,16
2018-04-10,ASTRALIS,SPACE SOLDIERS,16,4
2018-04-10,SPACE SOLDIERS,ASTRALIS,14,16
2018-04-10,FAZE,HELLRAISERS,16,7
2018-04-08,ASTRALIS,MOUSESPORTS,16,7
2018-04-08,MOUSESPORTS,ASTRALIS,16,14
2018-04-08,HELLRAISERS,NORTH,2,1
2018-04-08,GAMBIT,VIRTUS.PRO,9,16
2018-04-08,VIRTUS.PRO,GAMBIT,9,16
2018-04-07,FNATIC,VIRTUS.PRO,16,11
2018-04-07,NORTH,HELLRAISERS,0,2
2018-04-07,VIRTUS.PRO,FNATIC,4,16
2018-04-06,FNATIC,MOUSESPORTS,16,13
2018-04-06,MOUSESPORTS,FNATIC,16,8
2018-04-06,FNATIC,FAZE,9,16
2018-04-06,FAZE,FNATIC,7,16
2018-04-05,RENEGADES,LIQUID,8,16
2018-04-05,LIQUID,RENEGADES,19,15
2018-04-05,LIQUID,CLOUD9,16,13
2018-04-05,CLOUD9,LIQUID,16,13
2018-04-05,FAZE,NIP,14,16
2018-04-05,NIP,FAZE,16,8
2018-04-05,HEROIC,HELLRAISERS,2,0
2018-04-05,SPACE SOLDIERS,NORTH,16,13
2018-04-05,ASTRALIS,FNATIC,16,9
2018-04-05,GAMBIT,NIP,4,16
2018-04-05,FNATIC,ASTRALIS,9,16
2018-04-05,NORTH,SPACE SOLDIERS,9,16
2018-04-05,NIP,GAMBIT,16,7
2018-04-05,LIQUID,NRG,16,7
2018-04-05,NRG,LIQUID,22,20
2018-04-04,NRG,CLOUD9,8,16
2018-04-04,CLOUD9,NRG,14,16
2018-04-04,SPACE SOLDIERS,FNATIC,16,14
2018-04-04,FNATIC,SPACE SOLDIERS,16,11
2018-04-04,HEROIC,NATUS VINCERE,14,16
2018-04-04,FAZE,NORTH,5,16
2018-04-04,NATUS VINCERE,HEROIC,7,16
2018-04-04,NORTH,FAZE,8,16
2018-04-04,NRG,SK,19,16
2018-04-03,SK,NRG,14,16
2018-04-03,CLOUD9,SK,25,22
2018-04-03,SK,CLOUD9,6,16
2018-04-03,NORTH,G2,16,13
2018-04-03,G2,NORTH,12,16
2018-04-03,NIP,NATUS VINCERE,16,7
2018-04-03,GAMBIT,FNATIC,16,8
2018-04-03,NATUS VINCERE,NIP,12,16
2018-04-03,FNATIC,GAMBIT,16,8
2018-04-03,HELLRAISERS,MOUSESPORTS,16,7
2018-04-03,MOUSESPORTS,HELLRAISERS,16,4
2018-04-03,VIRTUS.PRO,SPACE SOLDIERS,0,2
2018-04-02,GAMBIT,SPACE SOLDIERS,1,2
2018-03-31,NORTH,QUANTUM BELLATOR FIRE,2,1
2018-03-30,ASTRALIS,VIRTUS.PRO,2,0
2018-03-30,VIRTUS.PRO,G2,2,1
2018-03-30,ASTRALIS,GAMBIT,2,0
2018-03-29,NIP,VIRTUS.PRO,1,2
2018-03-29,HELLRAISERS,GAMBIT,1,2
2018-03-25,NIP,ASTRALIS,11,16
2018-03-25,ASTRALIS,NIP,19,17
2018-03-25,VIRTUS.PRO,MOUSESPORTS,1,2
2018-03-25,SPACE SOLDIERS,NORTH,2,1
2018-03-25,FNATIC,NIP,16,13
2018-03-25,NIP,FNATIC,7,16
2018-03-25,MOUSESPORTS,HELLRAISERS,2,0
2018-03-25,FAZE,VIRTUS.PRO,0,2
2018-03-23,HELLRAISERS,FAZE,16,8
2018-03-23,FAZE,HELLRAISERS,16,10
2018-03-23,MOUSESPORTS,VIRTUS.PRO,13,16
2018-03-23,VIRTUS.PRO,MOUSESPORTS,1,16
2018-03-22,NORTH,FNATIC,16,11
2018-03-22,FNATIC,NORTH,9,16
2018-03-21,FNATIC,ASTRALIS,7,16
2018-03-21,ASTRALIS,FNATIC,16,1
2018-03-21,HELLRAISERS,NIP,16,9
2018-03-21,NIP,HELLRAISERS,16,2
2018-03-20,G2,HEROIC,16,14
2018-03-20,HEROIC,G2,10,16
2018-03-20,HELLRAISERS,ASTRALIS,6,16
2018-03-20,ASTRALIS,HELLRAISERS,16,19
2018-03-20,NIP,HEROIC,16,19
2018-03-20,HEROIC,NIP,6,16
2018-03-18,FNATIC,SPACE SOLDIERS,2,1
2018-03-16,FNATIC,AGO,1,1
2018-03-15,RENEGADES,LIQUID,9,16
2018-03-15,LIQUID,RENEGADES,16,12
2018-03-15,MOUSESPORTS,HEROIC,14,16
2018-03-15,FAZE,ASTRALIS,11,16
2018-03-15,HEROIC,MOUSESPORTS,5,16
2018-03-15,ASTRALIS,FAZE,19,15
2018-03-15,NIP,G2,16,12
2018-03-15,MOUSESPORTS,FAZE,2,16
2018-03-15,G2,NIP,11,16
2018-03-15,FAZE,MOUSESPORTS,16,10
2018-03-15,ASTRALIS,NORTH,16,11
2018-03-15,NORTH,ASTRALIS,4,16
2018-03-14,NIP,MOUSESPORTS,16,12
2018-03-14,MOUSESPORTS,NIP,16,8
2018-03-14,HEROIC,FAZE,8,16
2018-03-14,NIP,VIRTUS.PRO,7,16
2018-03-14,FAZE,HEROIC,16,9
2018-03-14,MOUSESPORTS,G2,4,16
2018-03-14,G2,MOUSESPORTS,17,19
2018-03-14,CLOUD9,FNATIC,8,16
2018-03-13,G2,ASTRALIS,16,14
2018-03-13,VIRTUS.PRO,FAZE,22,20
2018-03-13,ASTRALIS,G2,16,12
2018-03-13,FAZE,VIRTUS.PRO,16,8
2018-03-13,NORTH,HEROIC,6,16
2018-03-13,VIRTUS.PRO,ASTRALIS,12,16
2018-03-13,HEROIC,NORTH,16,11
2018-03-13,ASTRALIS,VIRTUS.PRO,16,8
2018-03-13,FAZE,MOUSESPORTS,12,16
2018-03-13,MOUSESPORTS,FAZE,16,10
2018-03-08,LIQUID,CLOUD9,19,16
2018-03-08,CLOUD9,LIQUID,7,16
2018-03-08,HEROIC,AGO,2,0
2018-03-08,NATUS VINCERE,GAMBIT,0,2
2018-03-08,G2,SPACE SOLDIERS,14,16
2018-03-08,SPACE SOLDIERS,G2,16,5
2018-03-08,NIP,AGO,16,10
2018-03-08,AGO,NIP,12,16
2018-03-07,GAMBIT,HEROIC,2,0
2018-03-07,HEROIC,HELLRAISERS,19,15
2018-03-07,HELLRAISERS,HEROIC,16,4
2018-03-07,AGO,NATUS VINCERE,12,16
2018-03-07,NATUS VINCERE,AGO,16,9
2018-03-06,SPACE SOLDIERS,NATUS VINCERE,8,16
2018-03-06,NATUS VINCERE,SPACE SOLDIERS,6,16
2018-03-06,MOUSESPORTS,NORTH,13,16
2018-03-06,NORTH,MOUSESPORTS,8,16
2018-03-04,FAZE,FNATIC,2,3
2018-03-03,FNATIC,LIQUID,2,0
2018-03-03,ASTRALIS,FAZE,0,2
2018-03-02,LIQUID,NIP,2,1
2018-03-02,CLOUD9,FAZE,1,2
2018-03-01,NORTH,NIP,1,2
2018-03-01,FAZE,FNATIC,0,2
2018-03-01,CLOUD9,SK,2,1
2018-03-01,ASTRALIS,LIQUID,2,1
2018-03-01,NIP,G2,2,1
2018-03-01,HEROIC,NORTH,0,2
2018-02-28,SK,GAMBIT,2,1
2018-02-28,G2,FNATIC,1,2
2018-02-28,RENEGADES,CLOUD9,1,2
2018-02-28,FAZE,NORTH,2,0
2018-02-28,VIRTUS.PRO,HEROIC,0,2
2018-02-27,CLOUD9,LIQUID,0,2
2018-02-27,SK,ASTRALIS,0,2
2018-02-27,G2,VIRTUS.PRO,16,12
2018-02-27,HEROIC,FNATIC,9,16
2018-02-27,NIP,NORTH,10,16
2018-02-27,LIQUID,GAMBIT,16,10
2018-02-27,RENEGADES,ASTRALIS,13,16
2018-02-25,MOUSESPORTS,NATUS VINCERE,2,1
2018-02-25,LIQUID,FAZE,2,1
2018-02-25,SPACE SOLDIERS,AGO,1,2
2018-02-24,FAZE,NATUS VINCERE,1,2
2018-02-24,LIQUID,MOUSESPORTS,1,2
2018-02-23,NATUS VINCERE,ASTRALIS,2,1
2018-02-23,G2,MOUSESPORTS,0,2
2018-02-23,FAZE,RENEGADES,2,0
2018-02-23,LIQUID,SK,2,1
2018-02-21,CLOUD9,MOUSESPORTS,0,2
2018-02-21,HEROIC,NATUS VINCERE,1,2
2018-02-21,HELLRAISERS,RENEGADES,0,2
2018-02-20,NATUS VINCERE,SK,0,2
2018-02-20,ASTRALIS,HEROIC,2,0
2018-02-20,LIQUID,MOUSESPORTS,2,1
2018-02-20,GAMBIT,HELLRAISERS,1,2
2018-02-20,VIRTUS.PRO,CLOUD9,0,2
2018-02-19,FAZE,NATUS VINCERE,2,1
2018-02-19,G2,MOUSESPORTS,2,1
2018-02-19,ASTRALIS,GAMBIT,2,0
2018-02-19,CLOUD9,SK,0,2
2018-02-19,RENEGADES,FNATIC,2,0
2018-02-19,LIQUID,VIRTUS.PRO,2,0
2018-02-18,G2,ASTRALIS,2,1
2018-02-18,FAZE,CLOUD9,2,0
2018-02-18,SK,MOUSESPORTS,1,2
2018-02-18,NATUS VINCERE,GAMBIT,2,1
2018-02-18,RENEGADES,LIQUID,1,2
2018-02-18,HELLRAISERS,HEROIC,0,2
2018-02-17,ASTRALIS,LIQUID,2,1
2018-02-17,MOUSESPORTS,VIRTUS.PRO,2,1
2018-02-17,NATUS VINCERE,HELLRAISERS,2,0
2018-02-17,G2,RENEGADES,2,0
2018-02-17,FNATIC,GAMBIT,1,2
2018-02-17,CLOUD9,HEROIC,2,0
2018-02-15,SPACE SOLDIERS,NIP,10,16
2018-02-15,FNATIC,G2,16,10
2018-02-15,NIP,SPACE SOLDIERS,19,15
2018-02-15,G2,FNATIC,10,16
2018-02-15,NORTH,NATUS VINCERE,16,10
2018-02-15,HEROIC,ASTRALIS,16,14
2018-02-15,NATUS VINCERE,NORTH,16,8
2018-02-15,ASTRALIS,HEROIC,10,16
2018-02-15,NIP,FNATIC,14,16
2018-02-15,FAZE,AGO,16,11
2018-02-15,FNATIC,NIP,16,10
2018-02-15,AGO,FAZE,7,16
2018-02-14,AGO,G2,8,16
2018-02-14,G2,AGO,16,12
2018-02-14,ASTRALIS,MOUSESPORTS,16,14
2018-02-14,FNATIC,HELLRAISERS,11,16
2018-02-14,HELLRAISERS,FNATIC,22,19
2018-02-14,MOUSESPORTS,ASTRALIS,16,9
2018-02-14,FAZE,NATUS VINCERE,23,25
2018-02-14,HEROIC,SPACE SOLDIERS,5,16
2018-02-14,NATUS VINCERE,FAZE,16,6
2018-02-14,SPACE SOLDIERS,HEROIC,16,1
2018-02-13,SK,CLOUD9,7,16
2018-02-13,CLOUD9,SK,13,16
2018-02-13,ASTRALIS,FAZE,22,20
2018-02-13,FAZE,ASTRALIS,14,16
2018-02-13,HELLRAISERS,NATUS VINCERE,16,14
2018-02-13,MOUSESPORTS,FNATIC,16,11
2018-02-13,NATUS VINCERE,HELLRAISERS,16,6
2018-02-13,FNATIC,MOUSESPORTS,7,16
2018-02-13,FAZE,G2,16,13
2018-02-13,G2,FAZE,11,16
2018-02-11,CLOUD9,LIQUID,2,3
2018-02-11,SK,LIQUID,0,2
2018-02-10,LIQUID,HEROIC,2,0
2018-02-10,SK,CLOUD9,0,2
2018-02-10,NORTH,HEROIC,0,2
2018-02-10,NIP,HEROIC,1,2
2018-02-09,LIQUID,CLOUD9,0,2
2018-02-09,SK,NORTH,2,0
2018-02-09,CLOUD9,HEROIC,2,0
2018-02-08,NIP,LIQUID,1,2
2018-02-08,NORTH,VEGA SQUADRON,2,0
2018-02-05,SK,CLOUD9,2,1
2018-02-04,GAMBIT,MOUSESPORTS,2,1
2018-02-04,NATUS VINCERE,NORTH,1,2
2018-02-03,RENEGADES,LIQUID,0,2
2018-02-03,ENVY,NATUS VINCERE,0,2
2018-02-03,GAMBIT,NATUS VINCERE,2,1
2018-02-01,CLOUD9,SK,16,2
2018-01-28,FAZE,CLOUD9,1,2
2018-01-28,CLOUD9,SK,2,1
2018-01-27,FAZE,NATUS VINCERE,2,0
2018-01-27,SK,FNATIC,2,1
2018-01-26,G2,CLOUD9,0,2
2018-01-26,FAZE,MOUSESPORTS,2,0
2018-01-23,MOUSESPORTS,SPACE SOLDIERS,16,13
2018-01-22,VEGA SQUADRON,CLOUD9,4,16
2018-01-22,FNATIC,GAMBIT,16,2
2018-01-22,FNATIC,NATUS VINCERE,7,16
2018-01-22,GAMBIT,SK,10,16
2018-01-22,LIQUID,VEGA SQUADRON,12,16
2018-01-22,ASTRALIS,CLOUD9,6,16
2018-01-21,SPACE SOLDIERS,GAMBIT,13,16
2018-01-21,VIRTUS.PRO,CLOUD9,7,16
2018-01-21,SK,FAZE,12,16
2018-01-21,FNATIC,ASTRALIS,16,8
2018-01-21,LIQUID,NATUS VINCERE,9,16
2018-01-21,MOUSESPORTS,VEGA SQUADRON,16,3
2018-01-20,ASTRALIS,NORTH,16,14
2018-01-20,VIRTUS.PRO,FNATIC,6,16
2018-01-20,SK,MOUSESPORTS,16,12
2018-01-20,G2,LIQUID,16,8
2018-01-20,FAZE,VEGA SQUADRON,16,3
2018-01-20,SPACE SOLDIERS,CLOUD9,16,13
2018-01-19,SK,SPACE SOLDIERS,16,13
2018-01-19,GAMBIT,NATUS VINCERE,16,5
2018-01-19,CLOUD9,G2,8,16
2018-01-19,ASTRALIS,MOUSESPORTS,2,16
2018-01-19,FNATIC,FAZE,8,16
2018-01-19,NORTH,VEGA SQUADRON,10,16
2018-01-16,NATUS VINCERE,LIQUID,16,5
2018-01-15,MOUSESPORTS,RENEGADES,16,4
2018-01-15,FAZE,NATUS VINCERE,16,4
2018-01-14,MOUSESPORTS,CLOUD9,5,16
2018-01-14,RENEGADES,LIQUID,14,16
2018-01-13,MISFITS,G2,5,16
2018-01-13,ENVY,RENEGADES,6,16
2018-01-13,MOUSESPORTS,NATUS VINCERE,16,2
2018-01-12,CLOUD9,ENVY,16,11
2018-01-12,FAZE,LIQUID,16,14
2019-12-22,VITALITY,MOUSESPORTS,2,1
2019-12-22,MOUSESPORTS,EVIL GENIUSES,2,0
2019-12-21,G2,ENCE,2,1
2019-12-21,NATUS VINCERE,EVIL GENIUSES,0,2
2019-12-19,EVIL GENIUSES,FORZE,1,2
2019-12-19,FORZE,VIRTUS.PRO,2,1
2019-12-18,EVIL GENIUSES,MOUSESPORTS,0,2
2019-12-18,VIRTUS.PRO,MOUSESPORTS,1,2
2019-12-18,FORZE,EVIL GENIUSES,0,2
2019-12-17,VITALITY,NATUS VINCERE,2,1
2019-12-16,MOUSESPORTS,G2,2,1
2019-12-15,FURIA,MOUSESPORTS,5,16
2019-12-15,MOUSESPORTS,FURIA,16,9
2019-12-14,ASTRALIS,LIQUID,2,0
2019-12-14,NIP,LIQUID,0,2
2019-12-14,MIBR,FURIA,17,19
2019-12-14,FURIA,MIBR,16,9
2019-12-13,MIBR,MOUSESPORTS,16,7
2019-12-13,MOUSESPORTS,MIBR,16,7
2019-12-13,G2,MOUSESPORTS,16,3
2019-12-13,MOUSESPORTS,G2,2,16
2019-12-13,FAZE,LIQUID,1,2
2019-12-13,NIP,ASTRALIS,0,2
2019-12-13,MIBR,G2,3,16
2019-12-13,G2,MIBR,11,16
2019-12-12,LIQUID,ASTRALIS,0,2
2019-12-12,FAZE,NIP,0,2
2019-12-08,FNATIC,MOUSESPORTS,0,3
2019-12-07,ASTRALIS,MOUSESPORTS,1,2
2019-12-07,NATUS VINCERE,FNATIC,1,2
2019-12-06,EVIL GENIUSES,MOUSESPORTS,1,2
2019-12-06,FNATIC,LIQUID,2,0
2019-12-05,ASTRALIS,LIQUID,2,1
2019-12-05,NATUS VINCERE,EVIL GENIUSES,2,1
2019-12-05,100 THIEVES,FNATIC,0,2
2019-12-04,MIBR,FNATIC,1,2
2019-12-04,MOUSESPORTS,LIQUID,1,2
2019-12-04,FAZE,100 THIEVES,1,2
2019-12-04,ASTRALIS,G2,2,1
2019-12-03,FNATIC,HEROIC,2,1
2019-12-03,EVIL GENIUSES,100 THIEVES,2,0
2019-12-03,TYLOO,FAZE,1,2
2019-12-03,NATUS VINCERE,MIBR,2,0
2019-12-03,HEROIC,100 THIEVES,8,16
2019-12-03,FNATIC,EVIL GENIUSES,3,16
2019-12-03,FAZE,MIBR,12,16
2019-12-03,NATUS VINCERE,TYLOO,16,6
2019-12-01,ASTRALIS,LIQUID,2,1
2019-11-30,LIQUID,FNATIC,2,1
2019-11-30,ASTRALIS,EVIL GENIUSES,2,1
2019-11-30,FURIA,FORZE,1,2
2019-11-30,HEROIC,CR4ZY,1,2
2019-11-30,FNATIC,MIBR,2,0
2019-11-29,EVIL GENIUSES,NIP,2,1
2019-11-29,AVANGAR,NIP,0,2
2019-11-29,ASTRALIS,FNATIC,2,0
2019-11-28,EVIL GENIUSES,LIQUID,0,2
2019-11-28,FNATIC,MIBR,16,9
2019-11-28,LIQUID,NIP,16,4
2019-11-28,EVIL GENIUSES,AVANGAR,16,10
2019-11-24,ENCE,MOUSESPORTS,0,2
2019-11-24,ENCE,MIBR,2,1
2019-11-23,EVIL GENIUSES,MOUSESPORTS,0,2
2019-11-23,MIBR,AVANGAR,2,1
2019-11-21,ENCE,MOUSESPORTS,2,1
2019-11-21,G2,EVIL GENIUSES,1,2
2019-11-20,EVIL GENIUSES,MIBR,0,2
2019-11-19,FURIA,100 THIEVES,0,2
2019-11-18,FNATIC,FAZE,1,2
2019-11-17,FNATIC,VITALITY,2,1
2019-11-16,FAZE,VITALITY,2,0
2019-11-13,G2,NIP,1,2
2019-11-11,FORZE,CR4ZY,2,0
2019-11-11,AVANGAR,CR4ZY,1,2
2019-11-10,100 THIEVES,ASTRALIS,0,3
2019-11-09,ASTRALIS,FAZE,2,0
2019-11-09,VITALITY,100 THIEVES,1,2
2019-11-08,EVIL GENIUSES,FAZE,1,2
2019-11-08,100 THIEVES,ENCE,2,0
2019-11-08,FAZE,VITALITY,1,2
2019-11-07,FORZE,CR4ZY,12,16
2019-11-07,FORZE,AVANGAR,16,7
2019-11-07,ASTRALIS,100 THIEVES,2,0
2019-11-07,FAZE,EVIL GENIUSES,2,0
2019-11-07,100 THIEVES,ENCE,2,0
2019-11-06,AVANGAR,TRICKED,13,16
2019-11-06,AVANGAR,CR4ZY,28,25
2019-11-02,NATUS VINCERE,NIP,16,10
2019-11-02,NATUS VINCERE,ASTRALIS,15,15
2019-11-02,LIQUID,NIP,11,16
2019-11-02,LIQUID,ASTRALIS,10,16
2019-11-01,ASTRALIS,NIP,7,16
2019-11-01,NATUS VINCERE,LIQUID,16,14
2019-10-31,MOUSESPORTS,HEROIC,0,2
2019-10-31,NORTH,HEROIC,0,2
2019-10-30,FNATIC,TRICKED,2,0
2019-10-30,NORTH,TRICKED,2,0
2019-10-30,MOUSESPORTS,CR4ZY,2,0
2019-10-28,TRICKED,NORTH,2,1
2019-10-27,EVIL GENIUSES,FNATIC,2,0
2019-10-27,FNATIC,FURIA,2,1
2019-10-26,FURIA,RENEGADES,2,0
2019-10-26,FNATIC,EVIL GENIUSES,1,2
2019-10-26,MIBR,RENEGADES,1,2
2019-10-26,FURIA,G2,2,0
2019-10-25,RENEGADES,EVIL GENIUSES,0,2
2019-10-25,G2,FNATIC,1,2
2019-10-25,MIBR,NIP,2,1
2019-10-25,FURIA,VITALITY,2,0
2019-10-24,FORZE,TRICKED,16,14
2019-10-24,EVIL GENIUSES,NIP,2,0
2019-10-24,VITALITY,FNATIC,0,2
2019-10-24,NIP,G2,0,2
2019-10-24,FURIA,EVIL GENIUSES,0,2
2019-10-24,MIBR,FNATIC,0,2
2019-10-24,VITALITY,RENEGADES,0,2
2019-10-23,EVIL GENIUSES,HEROIC,2,1
2019-10-23,AVANGAR,FURIA,1,2
2019-10-23,FNATIC,MOUSESPORTS,2,0
2019-10-23,NORTH,MIBR,0,2
2019-10-23,HEROIC,NATUS VINCERE,2,0
2019-10-22,AVANGAR,G2,0,2
2019-10-22,EVIL GENIUSES,NIP,1,2
2019-10-22,NATUS VINCERE,G2,1,2
2019-10-22,AVANGAR,HEROIC,2,0
2019-10-22,NIP,FURIA,2,0
2019-10-21,FNATIC,RENEGADES,0,2
2019-10-21,VITALITY,NORTH,2,1
2019-10-21,RENEGADES,MIBR,2,1
2019-10-21,MOUSESPORTS,NORTH,1,2
2019-10-20,AVANGAR,CR4ZY,1,2
2019-10-19,G2,NATUS VINCERE,1,2
2019-10-16,LIQUID,RENEGADES,2,0
2019-10-16,ASTRALIS,FNATIC,2,0
2019-10-16,CR4ZY,TRICKED,4,16
2019-10-15,ASTRALIS,NORTH,2,0
2019-10-14,FNATIC,NORTH,2,0
2019-10-13,VITALITY,NIP,0,2
2019-10-11,MIBR,FURIA,1,2
2019-10-05,NATUS VINCERE,VITALITY,1,2
2019-10-04,VITALITY,MOUSESPORTS,2,1
2019-10-03,NATUS VINCERE,NIP,2,0
2019-10-03,ASTRALIS,VITALITY,2,0
2019-10-03,MOUSESPORTS,OPTIC,2,0
2019-10-02,FURIA,ENCE,2,0
2019-10-02,NATUS VINCERE,OPTIC,2,0
2019-10-02,NORTH,LIQUID,1,2
2019-10-02,EVIL GENIUSES,MOUSESPORTS,0,2
2019-10-01,ENCE,VITALITY,1,2
2019-10-01,TRICKED,VIRTUS.PRO,0,2
2019-10-01,ASTRALIS,G2,2,0
2019-10-01,MOUSESPORTS,NIP,9,16
2019-10-01,LIQUID,OPTIC,9,16
2019-10-01,NATUS VINCERE,NORTH,16,8
2019-10-01,G2,FURIA,16,14
2019-09-29,ASTRALIS,EVIL GENIUSES,1,3
2019-09-28,EVIL GENIUSES,G2,2,0
2019-09-28,LIQUID,ASTRALIS,1,2
2019-09-27,ENCE,G2,1,2
2019-09-27,ASTRALIS,EVIL GENIUSES,0,2
2019-09-26,LIQUID,G2,2,1
2019-09-26,FAZE,EVIL GENIUSES,0,2
2019-09-21,HEROIC,FORZE,2,0
2019-09-20,FORZE,MOUSESPORTS,0,2
2019-09-20,MOUSESPORTS,HEROIC,2,0
2019-09-20,G2,FORZE,1,2
2019-09-19,AVANGAR,FORZE,2,1
2019-09-19,MIBR,NIP,2,0
2019-09-16,MOUSESPORTS,CR4ZY,3,0
2019-09-16,MOUSESPORTS,FORZE,2,0
2019-09-14,FURIA,CR4ZY,2,0
2019-09-14,FORZE,AVANGAR,1,2
2019-09-14,NATUS VINCERE,NIP,9,16
2019-09-14,FORZE,MIBR,9,16
2019-09-14,MIBR,AVANGAR,9,16
2019-09-14,NATUS VINCERE,FORZE,7,16
2019-09-14,NATUS VINCERE,AVANGAR,12,16
2019-09-14,FORZE,NIP,15,15
2019-09-13,FORZE,AVANGAR,16,14
2019-09-13,NIP,MIBR,15,15
2019-09-13,NIP,AVANGAR,16,12
2019-09-13,NATUS VINCERE,MIBR,12,16
2019-09-12,MOUSESPORTS,CR4ZY,2,1
2019-09-08,AVANGAR,ASTRALIS,0,2
2019-09-07,NRG,ASTRALIS,0,2
2019-09-07,RENEGADES,AVANGAR,0,2
2019-09-06,ASTRALIS,LIQUID,2,0
2019-09-06,NRG,NATUS VINCERE,2,0
2019-09-05,VITALITY,AVANGAR,1,2
2019-09-05,ENCE,RENEGADES,0,2
2019-09-01,NATUS VINCERE,CR4ZY,2,1
2019-09-01,LIQUID,MOUSESPORTS,2,0
2019-09-01,RENEGADES,G2,2,1
2019-08-31,ASTRALIS,CR4ZY,2,1
2019-08-31,LIQUID,NORTH,2,0
2019-08-31,VITALITY,MOUSESPORTS,2,0
2019-08-31,G2,AVANGAR,1,2
2019-08-31,MIBR,NATUS VINCERE,0,2
2019-08-30,ASTRALIS,NRG,0,2
2019-08-30,NIP,NORTH,0,2
2019-08-30,ENCE,VITALITY,2,0
2019-08-30,FAZE,CR4ZY,9,16
2019-08-30,MIBR,G2,4,16
2019-08-30,LIQUID,AVANGAR,18,22
2019-08-30,NATUS VINCERE,MOUSESPORTS,17,19
2019-08-29,ASTRALIS,G2,16,7
2019-08-29,ENCE,MIBR,16,8
2019-08-29,FAZE,VITALITY,7,16
2019-08-29,LIQUID,NRG,9,16
2019-08-29,NORTH,MOUSESPORTS,13,16
2019-08-29,NIP,CR4ZY,10,16
2019-08-29,NATUS VINCERE,DREAMEATERS,16,7
2019-08-28,MIBR,NIP,16,12
2019-08-28,NATUS VINCERE,G2,17,19
2019-08-28,FAZE,MOUSESPORTS,16,8
2019-08-28,VITALITY,NORTH,16,9
2019-08-28,LIQUID,CR4ZY,16,9
2019-08-28,NRG,RENEGADES,16,14
2019-08-28,ASTRALIS,DREAMEATERS,16,9
2019-08-28,ENCE,AVANGAR,16,5
2019-08-26,VITALITY,GRAYHOUND,2,1
2019-08-24,NORTH,CR4ZY,2,1
2019-08-24,G2,MOUSESPORTS,1,2
2019-08-23,FURIA,CR4ZY,11,16
2019-07-21,ENCE,LIQUID,0,3
2019-07-21,CR4ZY,NORTH,2,0
2019-07-20,LIQUID,VITALITY,2,0
2019-07-20,ENCE,MIBR,2,1
2019-07-20,NORTH,MOUSESPORTS,0,2
2019-07-20,CR4ZY,FNATIC,2,0
2019-07-19,VITALITY,HEROIC,2,1
2019-07-19,G2,MIBR,1,2
2019-07-19,FNATIC,MOUSESPORTS,0,2
2019-07-19,HEROIC,ENCE,0,2
2019-07-19,VITALITY,RENEGADES,2,0
2019-07-19,CR4ZY,NORTH,0,2
2019-07-19,NRG,FURIA,2,0
2019-07-18,LIQUID,G2,2,1
2019-07-18,RENEGADES,ENCE,0,2
2019-07-18,VITALITY,HEROIC,0,2
2019-07-17,NORTH,FNATIC,0,2
2019-07-15,LIQUID,FAZE,2,0
2019-07-14,FAZE,NRG,2,0
2019-07-14,VITALITY,FURIA,0,2
2019-07-14,LIQUID,RENEGADES,16,11
2019-07-13,FAZE,LIQUID,4,16
2019-07-13,NRG,RENEGADES,16,8
2019-07-13,LIQUID,NRG,16,9
2019-07-13,FAZE,RENEGADES,16,14
2019-07-13,FAZE,NRG,16,9
2019-07-12,VITALITY,SPROUT,2,0
2019-07-09,CR4ZY,G2,1,2
2019-07-09,SPROUT,CR4ZY,0,2
2019-07-09,MOUSESPORTS,CR4ZY,1,2
2019-07-07,VITALITY,LIQUID,1,3
2019-07-06,LIQUID,NATUS VINCERE,2,0
2019-07-06,ASTRALIS,VITALITY,1,2
2019-07-05,NATUS VINCERE,NIP,2,0
2019-07-05,NRG,VITALITY,0,2
2019-07-04,HEROIC,VITALITY,0,2
2019-07-04,ASTRALIS,NIP,2,0
2019-07-04,MOUSESPORTS,NATUS VINCERE,1,2
2019-07-04,LIQUID,NRG,2,0
2019-07-04,VITALITY,FNATIC,2,0
2019-07-03,FURIA,NATUS VINCERE,0,2
2019-07-03,HEROIC,NIP,0,2
2019-07-03,MOUSESPORTS,FAZE,2,0
2019-07-03,ASTRALIS,FNATIC,2,0
2019-07-03,ENCE,VITALITY,1,2
2019-07-02,NRG,FAZE,2,0
